EDAD,ANT_DIAS,IMP_010,IMP_024,IMP_035,IMP_037,IMP_SDO,FALTASACUMULADAS,FECHAING,FECHAMOV,FECHAOCUP,FECHALIMOCU,FECHAINI,FECHAFIN,FECHAPROBJUB,FECHANOMINACION,FECHAPRIMERCONFZA,ADSCRIPCION,CATEGORIA,CLASIF_UNIDAD,COMSIN,CPTO180,DATOADIC_CATBASE,DELEGACION,DEPENDENCIA,DESCRIPCION_SERVICIO,DESCRIP_CLASCATEG,DESCRIP_HORARIO,DESCRIP_LOCALIDAD,DESCRIP_TIPO_DE_PLAZA,DESCRIP_TURNO,DescripcionTC,ESCOLARIDAD,GrupoTipoPlaza,JUBILA,MCABAJA,MCP,MY,NOMBREAR,PLZAUT,PLZOCU,PLZSOB,PTO,RJP,SEXO,TipoConfianza,TipoMcaOcup,ULTIMACATEGBASE,VIGENCIAPTO,CURP,RFC,NSS,MATRICULA
47.59281404856395,2140.7317848051803,0,0,0,0,5322.24177680892,23.879237269962456,2018-04-05,2020-09-22,2021-07-06,2028-01-22,1991-10-18,2039-01-28,NA,NA,2013-01-24,COORDINACION CLINICA DE MEDICINA,Otro_49,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,OPERATIVA BASE,VESPERTINO,Base,15-ESPECIALIDAD COMPLETA,Operativa,NA,00,MI,4,MEDICINA FAMILIAR,1,1,0,ConP,C111,NA,Base,Definitiva,20360280,VIGENTE,XZOQ146840GRYADA45,RRK12VT1HHHZZ,87724456414,6656351
42.00749521546065,NA,29549.44,0,0,0,6205.7529651866225,0,1983-09-21,2019-08-19,2019-11-23,2005-07-13,2014-09-14,2050-01-01,NA,2018-03-13,2017-12-18,COORDINACION CLINICA DE MEDICINA,MEDICO FAMILIAR        80,01 Primer Nivel,NA,1,NA,Jalisco,Otro_622,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,GUADALAJARA,Otro_15,Otro_3,Base,11-LICENCIATURA COMPLETA,Operativa,NA,00,MI,4,Otro_48,1,1,0,ConP,C111,M,Base,Definitiva,20360180,VIGENTE,URVF315801JRXOAN65,6I3CXMDQ76WNK,32956193962,9055792
45.849189257111206,NA,1.2363919016163223,NA,0,0,6378.34873377679,31.725821550749835,2017-10-23,2020-07-19,2019-12-29,2050-01-01,1998-08-11,2060-11-24,2035-08-19,2017-11-09,2020-06-25,COORDINACION CLINICA DE MEDICINA,MEDICO FAMILIAR        80,02 Segundo Nivel,NA,1,20360280,Jalisco,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,OPERATIVA BASE,MATUTINO,Base,15-ESPECIALIDAD COMPLETA,Operativa,NA,Otro_14,MI,4,MEDICINA FAMILIAR,1,1,0,ConP,C111,M,Base,Definitiva,20360180,VIGENTE,CODM578010GTGENS81,E2F1BJL50016C,05006874167,NA
26,7633.698226429307,6.347743265912801,0,0,0,5677.242801697079,11.774048617662569,1992-02-16,2024-12-01,2019-11-26,2050-01-01,1997-10-02,2050-01-01,NA,2015-10-05,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,GUADALAJARA,OPERATIVA BASE,MATUTINO,Base,NA,Otras,NA,00,MI,2,MEDICINA FAMILIAR,1,1,0,SinP,Otro_2,M,Base,No Definitiva,20360180,VIGENTE,ZMTN443624LNVSYO77,BDUG58MS0PZAP,85840584755,728754195
30.638899257173158,6850.186132681978,0,0,0,37002.68506835224,7511.1929412417885,13.906973363902237,2012-03-20,2020-10-12,2012-08-20,2050-01-01,2006-10-11,2050-01-01,NA,NA,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A4-QUIRÓFANOS,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,MONTERREY,OPERATIVA BASE,MATUTINO,Otro_3,11-LICENCIATURA COMPLETA,Operativa,PROYECCION,00,MI,4,MEDICINA DE URGENCIAS,1,1,0,ConP,C152 Y C107,M,Confianza B,Definitiva,NA,VIGENTE,NA,98HNGNJ9ON3XK,31869065227,397620537
26,2604.0796348617614,29549.44,-0.020170514676141293,0,0,6964.248758027288,NA,2015-02-24,2023-08-31,2024-08-29,2050-01-01,2035-10-13,2050-01-01,NA,2015-06-10,NA,COORDINACION CLINICA DE MEDICINA,MEDICO FAMILIAR        80,02 Segundo Nivel,NA,1,NA,Otro_3,HOSPITAL GENERAL DE ZONA 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,OPERATIVA BASE,Otro_1,Base,11-LICENCIATURA COMPLETA,Operativa,NA,00,21,2,MEDICINA DE URGENCIAS,1,1,0,ConP,Otro_3,M,Base,No Definitiva,20360180,VIGENTE,NA,5NPRXC33DMOFN,50406128652,739770
40.9283043224763,5008.267794175475,3.06197949997212,0,4445.871424727459,268.07906339150026,5530.095579074561,20.156774829751157,2015-11-23,2022-11-12,1977-05-27,2050-01-01,2009-06-14,2050-01-01,NA,2022-07-28,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,Otro_718,OPERATIVA BASE,MATUTINO,Base,Otro_18,Operativa,NA,00,MI,2,MEDICINA FAMILIAR,1,1,0,ConP,C111,M,Confianza B,Definitiva,20360280,VIGENTE,CKAA493491OXSOSO87,UPGA7UUXSIV3M,38656433486,NA
45.99319336480406,NA,17.581223461291806,NA,3540.0440006178487,NA,8378.980717942386,NA,2040-10-18,2003-07-16,2024-02-21,2050-03-10,1992-05-05,2040-03-23,2020-08-22,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,Otro_4,NA,1,NA,Nuevo León,HOSPITAL GENERAL DE ZONA 01,Otro_128,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,GUADALAJARA,OPERATIVA BASE,VESPERTINO,Otro_1,15-ESPECIALIDAD COMPLETA,Operativa,NA,00,MI,2,MEDICINA FAMILIAR,1,1,0,ConP,C111,NA,Base,Definitiva,20360280,VIGENTE,KJLM461067IFFGHW12,ZSL52CINX17HH,11179033057,034369771
38.7127165312813,5803.049257137789,0,0,0,0,6976.625325781546,NA,NA,2023-08-04,NA,2050-01-01,2013-02-15,2050-01-01,2050-07-23,2021-05-11,NA,COORDINACION CLINICA DE MEDICINA,MEDICO FAMILIAR        80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A4-QUIRÓFANOS,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,GUADALAJARA,OPERATIVA BASE,Otro_3,Base,15-ESPECIALIDAD COMPLETA,Operativa,NA,00,MI,4,MEDICINA FAMILIAR,1,1,0,ConP,C111,NA,Base,No Definitiva,NA,VIGENTE,AAGX270359BKKHJI90,NA,36000218594,5642331
43.537724108363555,NA,0,0,0,12.75503167138604,7063.549724325146,0,NA,2021-04-16,2020-05-06,2050-01-01,1976-09-14,2050-01-01,NA,2024-09-04,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO FAMILIAR        80,01 Primer Nivel,NA,1,NA,Nuevo León,HOSPITAL GENERAL DE ZONA 01,A4-QUIRÓFANOS,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,OPERATIVA BASE,VESPERTINO,Otro_3,15-ESPECIALIDAD COMPLETA,Operativa,NA,00,MI,4,Otro_51,1,1,0,ConP,C111,M,Base,Definitiva,20360180,VIGENTE,VUYO060985ZYKYHJ59,YQV7N9I21PPEE,50819224454,738638661
35.40840735652878,2436.818621519294,0,0,32069.71,0,5654.827995536986,44.81711700008689,2059-10-09,2017-02-13,2024-09-21,2050-01-01,1974-10-11,2050-01-21,NA,2023-04-04,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL REGIONAL 01,Otro_50,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,GUADALAJARA,OPERATIVA BASE,MATUTINO,Base,15-ESPECIALIDAD COMPLETA,Operativa,NA,00,MI,4,MEDICINA DE URGENCIAS,1,1,0,ConP,Otro_3,M,Base,No Definitiva,20360280,VIGENTE,NA,DG78WWYE4GHIO,NA,51859080
40.07766132037036,3289.9325190491463,NA,0,0,0.09660826800216284,6285.286909329336,NA,2017-07-12,2020-09-27,2018-02-21,2027-02-05,2038-01-31,2050-01-01,NA,2006-11-12,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO NO FAMILIAR     80,Otro_4,NA,1,20360180,Jalisco,HOSPITAL GENERAL DE ZONA 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,OPERATIVA BASE,MATUTINO,Base,Otro_14,Operativa,PROYECCION,00,MI,4,MEDICINA DE URGENCIAS,1,1,0,ConP,C111,H,Base,Definitiva,20360180,VIGENTE,AFGR487192ZRKRSB82,NA,42083004061,9496764
38.95627890785224,4764.65783752022,0,0,0,NA,5495.067452473705,42.841854357474105,2010-10-21,2022-10-13,2020-04-15,2050-01-01,2013-10-18,2050-01-01,NA,2015-07-10,NA,COORDINACION CLINICA DE MEDICINA,Otro_57,Otro_1,NA,1,20360180,Nuevo León,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,GUADALAJARA,OPERATIVA BASE,MATUTINO,Base,15-ESPECIALIDAD COMPLETA,Operativa,NA,Otro_3,MI,Otro_1,MEDICINA FAMILIAR,1,1,0,ConP,C111,H,Base,Definitiva,20360180,VIGENTE,NA,IZ368TB9OOI16,13127131069,238720252
33.819092576831565,2992.7560899313976,0.17680476722373561,NA,0,0,7622.7730118389345,46.76140049442181,NA,2024-01-28,2022-02-08,2050-01-01,1995-11-21,2050-01-01,NA,2023-07-15,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO FAMILIAR        80,01 Primer Nivel,NA,1,NA,Otro_5,HOSPITAL GENERAL DE ZONA 01,A4-QUIRÓFANOS,1.MÉDICOS,Otro_88,GUADALAJARA,OPERATIVA BASE,MATUTINO,Base,11-LICENCIATURA COMPLETA,Otras,NA,00,21,4,MEDICINA FAMILIAR,1,1,0,ConP,Otro_3,H,Confianza B,Definitiva,20360280,VIGENTE,MRWD537570WDUEOY42,P1J0IMDOQ7764,84646844836,882389
40.94419039008713,4997.711170808121,0,0,0,0,5028.559724802265,NA,2018-01-18,2019-10-10,2025-02-15,2050-01-01,1983-07-18,2050-01-01,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,Otro_59,OPERATIVA BASE,VESPERTINO,Base,11-LICENCIATURA COMPLETA,Operativa,PROYECCION,00,MI,NA,MEDICINA FAMILIAR,1,1,1,ConP,C111,H,Base,Definitiva,20360280,VIGENTE,TSHP537285MRFRDQ56,KRRFAPISUQORM,NA,957054333
41.66387404188074,NA,0,0,32069.71,NA,5043.447623991167,5.295044923345871,2008-10-27,2021-03-13,2021-03-12,2050-01-01,2003-08-16,2050-01-01,NA,2020-08-24,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,01 Primer Nivel,NA,1,20360180,Nuevo León,HOSPITAL GENERAL REGIONAL 01,A4-QUIRÓFANOS,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,OPERATIVA BASE,MATUTINO,Base,Otro_11,Otro_2,NA,00,MI,4,MEDICINA DE URGENCIAS,1,1,0,ConP,C111,M,Base,Definitiva,20360280,VIGENTE,RFMZ132202VUNIFK82,AXRCVI12DV9CE,05715144074,9474699
50.761774196130844,8118.198018369185,471.2110709672425,0,0,42099.31,6918.336642926406,NA,1986-05-25,2025-07-18,2021-07-21,2050-05-05,2005-01-23,2050-01-01,2029-09-29,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,0,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A4-QUIRÓFANOS,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,GUADALAJARA,OPERATIVA BASE,VESPERTINO,Base,Otro_15,Operativa,NA,Otro_24,21,4,MEDICINA FAMILIAR,1,1,0,ConP,C111,M,Base,Definitiva,20360280,VIGENTE,CROZ664920SAHNOP42,OBM0N3KPEYG9Z,60935155197,41973340
40.16177785463376,4726.673471376929,NA,0,NA,0,6693.88627777815,0,2013-06-09,2025-07-16,2021-04-16,1998-02-18,2002-07-15,2050-01-01,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Nuevo León,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,GUADALAJARA,OPERATIVA BASE,VESPERTINO,Base,15-ESPECIALIDAD COMPLETA,Operativa,NA,00,21,Otro_1,MEDICINA FAMILIAR,1,1,0,ConP,C111,H,Confianza B,Definitiva,20360280,VIGENTE,UIBH800627PLTISZ83,JZHM6L6SXBWWD,63894159524,722820
31.12268415549387,5247.856071441674,0,2.5520190228751463,NA,0,6658.500869026466,37.665510166625545,1976-10-30,2025-12-04,2021-01-27,2050-04-05,1998-07-11,2050-01-01,NA,2020-03-06,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Nuevo León,Otro_279,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,Otro_36,MONTERREY,OPERATIVA BASE,Otro_2,Base,15-ESPECIALIDAD COMPLETA,Operativa,NA,00,MI,4,MEDICINA DE URGENCIAS,1,1,0,ConP,C111,NA,Base,No Definitiva,20360180,VIGENTE,AELA966369XRLWZL69,KO6ZJ693IFAEI,65731359127,63081741
26,3861.8950604475763,0,NA,0,NA,6999.345431881558,3.845083531323942,NA,2018-10-04,2024-10-19,2050-02-15,2050-01-01,2056-04-25,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO FAMILIAR        80,01 Primer Nivel,NA,1,NA,Jalisco,Otro_477,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,MONTERREY,OPERATIVA BASE,MATUTINO,Base,15-ESPECIALIDAD COMPLETA,Operativa,NA,00,MI,Otro_3,MEDICINA FAMILIAR,1,1,0,ConP,C111,M,Base,Definitiva,20360280,VIGENTE,ZCGO766761TZLQZA96,MT8PW5JV6N6DR,09778306490,957574259
58.21209914823088,440.1691435706389,-6.878178272504358e-4,0,1064.7602252306915,207.5251390653583,6396.151405768123,NA,NA,2022-08-19,1978-06-30,2050-01-01,1972-11-04,2050-09-18,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,20360280,Jalisco,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,MONTERREY,OPERATIVA BASE,Otro_2,Base,15-ESPECIALIDAD COMPLETA,Operativa,NA,00,MI,4,MEDICINA FAMILIAR,1,0,0,ConP,C111,H,Base,Definitiva,20360280,VIGENTE,NA,ISYK39XQXW59D,02440116807,NA
56.3345109462779,6041.9470237965925,0,0,0,0,6119.27833315797,0,2031-12-02,2020-08-31,NA,2050-01-01,2032-06-25,2050-01-01,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Nuevo León,HOSPITAL GENERAL DE ZONA 01,Otro_82,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,GUADALAJARA,OPERATIVA BASE,Otro_1,Base,15-ESPECIALIDAD COMPLETA,Operativa,PROYECCION,00,21,4,MEDICINA DE URGENCIAS,1,1,0,ConP,C152 Y C107,H,Base,Definitiva,20360180,VIGENTE,IRZP059183OGRTUL26,NA,38432843712,2238108
56.57199063978788,8,NA,74.81182093398209,0,0,7890.153932513907,20.31779291311053,2010-07-21,2006-07-27,1991-10-19,2050-01-01,2034-01-21,2050-01-01,NA,2012-10-25,NA,Otro_463,Otro_66,Otro_6,NA,1,20360180,Jalisco,HOSPITAL GENERAL DE ZONA 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,GUADALAJARA,OPERATIVA BASE,VESPERTINO,Base,15-ESPECIALIDAD COMPLETA,Otro_2,NA,00,MI,4,MEDICINA DE URGENCIAS,1,1,0,ConP,C111,H,Otro_1,Definitiva,20360180,VIGENTE,JTZG780787VWTVAI32,KU1BXRQE7LVDY,62673166708,82787213
