EDAD,ANT_DIAS,IMP_010,IMP_024,IMP_035,IMP_037,IMP_SDO,FALTASACUMULADAS,FECHAING,FECHAMOV,FECHAOCUP,FECHALIMOCU,FECHAINI,FECHAFIN,FECHAPROBJUB,FECHANOMINACION,FECHAPRIMERCONFZA,ADSCRIPCION,CATEGORIA,CLASIF_UNIDAD,COMSIN,CPTO180,DATOADIC_CATBASE,DELEGACION,DEPENDENCIA,DESCRIPCION_SERVICIO,DESCRIP_CLASCATEG,DESCRIP_HORARIO,DESCRIP_LOCALIDAD,DESCRIP_TIPO_DE_PLAZA,DESCRIP_TURNO,DescripcionTC,ESCOLARIDAD,GrupoTipoPlaza,JUBILA,MCABAJA,MCP,MY,NOMBREAR,PLZAUT,PLZOCU,PLZSOB,PTO,RJP,SEXO,TipoConfianza,TipoMcaOcup,ULTIMACATEGBASE,VIGENCIAPTO,CURP,RFC,NSS,MATRICULA
NA,6730.250242858045,0,0,0,0,5246.775705441976,37.48349199998045,2014-04-06,2001-02-28,1999-11-20,2050-01-01,2014-01-11,2053-01-28,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL REGIONAL 01,A4-QUIRÓFANOS,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,Otro_260,OPERATIVA BASE,VESPERTINO,Base,15-ESPECIALIDAD COMPLETA,Otro_2,NA,00,MI,4,MEDICINA DE URGENCIAS,1,0,0,ConP,C111,H,Base,Definitiva,20360180,VIGENTE,OQFJ308594ZJKEBX94,WIV67K64WJBUB,76877414024,8333996
29.903971746690253,4326.534109521726,0,1.7162161811958552,0,0,6325.7633212439005,14.999326366345361,1977-08-04,2022-09-16,2018-12-20,2050-01-01,2001-10-02,2050-01-01,NA,2017-07-30,NA,Otro_597,MEDICO FAMILIAR        80,01 Primer Nivel,NA,1,20360180,Nuevo León,HOSPITAL GENERAL DE ZONA 01,Otro_40,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,Otro_1036,Otro_10,VESPERTINO,Base,15-ESPECIALIDAD COMPLETA,Otro_1,NA,00,21,4,Otro_29,1,1,0,ConP,C152 Y C107,H,Confianza B,Definitiva,20360180,VIGENTE,VZIR371247LUIOGJ99,WC7E25S81LJ1A,69412301239,101397
37.823872105097365,6484.888347599239,0,0,0,0,5848.638482804169,47.58138462543384,2007-03-29,2018-10-27,2019-09-11,2050-03-31,1971-12-21,2050-01-01,NA,NA,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO FAMILIAR        80,01 Primer Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,OPERATIVA BASE,VESPERTINO,Confianza,15-ESPECIALIDAD COMPLETA,Otras,NA,00,MI,2,MEDICINA FAMILIAR,1,1,0,ConP,C111,M,Base,Definitiva,20360180,VIGENTE,FHRE030241KUPXWR31,PLL6QXIFIJD9N,54551555939,103250812
NA,4842.007912763524,0,0,0,0,6267.511247692854,0,2041-04-16,2023-06-03,NA,2050-01-01,2005-06-22,2016-05-04,NA,NA,1978-08-21,COORDINACION CLINICA DE MEDICINA,Otro_32,Otro_1,NA,1,NA,Nuevo León,HOSPITAL GENERAL DE ZONA 01,Otro_115,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,Otro_1008,OPERATIVA BASE,MATUTINO,Otro_2,NA,Operativa,NA,00,MI,NA,MEDICINA FAMILIAR,1,1,0,ConP,C111,M,Base,No Definitiva,20360180,VIGENTE,WVZN087793IPTIFT34,FD67PFG5KEAD8,30557472075,254382
38.052297980726145,4056.73352270734,568.3522747250681,0,8722.869762450673,0,4812.320804500843,NA,2010-11-30,1998-06-16,2019-08-01,2050-01-01,1981-02-25,2050-01-01,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,01 Primer Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,Otro_345,Otro_8,MATUTINO,Base,15-ESPECIALIDAD COMPLETA,Operativa,PROYECCION,00,21,2,MEDICINA FAMILIAR,1,1,0,ConP,C111,M,Base,Definitiva,20360180,VIGENTE,RLAC462681DPGYZM41,AJXFANOHTUYVY,18608797517,1527415
26,2787.828823086201,0,0,0,0.004832185044870484,5407.025384962306,27.19990075762788,2009-02-20,2018-10-24,2024-05-21,2032-04-08,2016-06-20,2050-01-01,NA,2009-07-25,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL REGIONAL 01,A4-QUIRÓFANOS,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,GUADALAJARA,OPERATIVA BASE,MATUTINO,Base,15-ESPECIALIDAD COMPLETA,Operativa,PROYECCION,00,Otro_1,Otro_1,MEDICINA FAMILIAR,1,1,0,ConP,C152 Y C107,M,Base,No Definitiva,20360280,VIGENTE,VXDW943697IKQTZW27,WJS6GINPA0H2A,67346505650,965598851
30.69300588790886,10647.767128589001,0,0.7151961360814428,0,NA,6849.624520871684,0,2015-10-10,2025-09-24,2021-07-24,2050-01-01,1993-11-04,2050-01-01,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,Otro_633,OPERATIVA BASE,VESPERTINO,Otro_3,11-LICENCIATURA COMPLETA,Operativa,PROYECCION,00,MI,2,MEDICINA FAMILIAR,1,1,0,ConP,C111,H,Base,Definitiva,20360280,VIGENTE,TNGB058788WQJHFD06,NA,06609199574,049076
46.657481296393264,3832.6373957961423,11.553809879894857,0,0,0,5865.8259598622935,26.858095147239354,2014-03-11,2021-06-19,2021-12-27,2050-06-02,1990-03-20,2050-01-01,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO FAMILIAR        80,02 Segundo Nivel,NA,1,NA,Nuevo León,HOSPITAL GENERAL REGIONAL 01,A4-QUIRÓFANOS,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,Otro_359,OPERATIVA BASE,VESPERTINO,Base,Otro_14,Operativa,NA,Otro_39,Otro_29,4,MEDICINA FAMILIAR,1,1,0,ConP,C152 Y C107,H,Confianza B,Definitiva,Otro_31,VIGENTE,NWUZ651281LNHJXY07,XDKMX4SMMSV98,90290659359,65553199
40.23283910913425,8318.196440938218,0,NA,0,0,7661.380123318037,23.33571714907978,2046-06-04,2021-02-08,2024-09-17,2050-01-01,2001-08-19,2050-01-01,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,Otro_1,NA,1,NA,Jalisco,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,Otro_209,Otro_1,MATUTINO,Base,11-LICENCIATURA COMPLETA,Otras,NA,Otro_4,MI,4,MEDICINA DE URGENCIAS,1,1,0,ConP,C111,M,Confianza B,No Definitiva,20360280,VIGENTE,MBCK319008CGSBCD60,NA,00134437922,783599
42.4446537668873,3935.4395423970777,0,0,32069.71,42099.31,6592.875859180261,34.121631697077085,2014-02-27,2016-03-20,2024-09-17,2050-01-01,2004-07-10,2005-09-14,2029-06-08,2020-01-02,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,20360180,Nuevo León,HOSPITAL GENERAL DE ZONA 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,GUADALAJARA,CUBRE DESCANSOS BASE,VESPERTINO,Base,15-ESPECIALIDAD COMPLETA,Otro_1,NA,00,21,4,MEDICINA DE URGENCIAS,1,1,0,ConP,C152 Y C107,M,Base,Definitiva,20360280,VIGENTE,XLAK732002YBWKXE94,7BYA77JXL1FCD,01622139129,049028
47.15823775813439,3894.4824730886617,10.519252700100353,0,-7153.178861124487,0.10867802013157406,6228.013406807423,0,2011-10-31,2018-02-16,2020-05-31,2050-01-01,1994-06-28,2050-01-01,2024-09-26,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A4-QUIRÓFANOS,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,GUADALAJARA,OPERATIVA BASE,MATUTINO,Base,11-LICENCIATURA COMPLETA,Operativa,NA,00,21,4,MEDICINA FAMILIAR,1,1,0,ConP,C111,H,Base,Definitiva,20360280,VIGENTE,MNGT411422ZLJXSS18,EAINQYVQEHTLG,25284470549,565819
32.2480792912848,3131.260694869916,0,7.243319668734309,4628.880312693485,0,6939.859880022005,NA,2009-01-04,2019-09-22,2024-10-13,2032-09-26,1981-05-13,2050-01-01,NA,NA,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Otro_4,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,MONTERREY,OPERATIVA BASE,VESPERTINO,Base,Otro_4,Otras,NA,00,Otro_33,4,MEDICINA FAMILIAR,1,1,0,ConP,C111,M,Base,Definitiva,20360180,VIGENTE,OMNX894132SYAAAB85,FCMLIM1PKVOBV,29687790004,99955680
35.80765110273681,3250.1468539286907,NA,5.531201844374967,0,0,4729.29,6.6657765559157856,2011-10-25,2023-11-26,2023-09-06,2027-08-20,1981-05-28,2050-01-01,NA,2018-02-02,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO FAMILIAR        80,Otro_5,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A4-QUIRÓFANOS,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,Otro_195,OPERATIVA BASE,VESPERTINO,Base,15-ESPECIALIDAD COMPLETA,Operativa,PROYECCION,00,MI,4,MEDICINA FAMILIAR,1,1,0,ConP,C111,NA,Base,Definitiva,20360180,VIGENTE,CWCA809625TMUWVD79,S2CYMDCSSQMT0,29472272968,NA
46.3300485985676,2661.74445978207,0,0,128.15863511932056,0,7511.3309252208865,NA,1979-12-24,2026-01-15,2021-03-09,2050-01-01,2004-08-06,2050-01-01,NA,2017-07-18,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,Otro_1,NA,0,NA,Nuevo León,HOSPITAL GENERAL REGIONAL 01,A4-QUIRÓFANOS,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,Otro_11,VESPERTINO,Base,11-LICENCIATURA COMPLETA,Operativa,NA,00,MI,4,MEDICINA FAMILIAR,1,1,0,ConP,C152 Y C107,H,Otro_1,Definitiva,20360280,VIGENTE,OQLH016342GCIUMA33,F7XPVFPLUBXUF,92501551837,505187757
34.66293465803398,7670.384267553296,797.0297903435201,0,0,0,6896.444054055923,38.695111443528184,NA,2019-08-19,2021-06-05,2050-01-01,1991-12-13,2050-01-01,NA,NA,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,Otro_22,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,OPERATIVA BASE,VESPERTINO,Base,11-LICENCIATURA COMPLETA,Operativa,PROYECCION,00,MI,2,MEDICINA DE URGENCIAS,1,1,0,ConP,C111,M,Base,Definitiva,20360280,VIGENTE,WLDZ216979KSMHGG96,BP8IF18RAE7L3,88322376172,0230255
46.58256546223591,5351.8574481485,3878.4981768270404,0,0,0,4729.29,NA,2014-10-02,2023-07-01,2018-12-05,2050-01-01,1978-06-29,2050-01-01,NA,2015-06-27,1996-10-17,JEFATURA DE MEDICINA FAMILIAR,MEDICO NO FAMILIAR     80,01 Primer Nivel,NA,1,NA,Jalisco,Otro_576,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,Otro_264,Otro_2,MATUTINO,Base,11-LICENCIATURA COMPLETA,Operativa,NA,62,21,4,MEDICINA DE URGENCIAS,1,1,0,ConP,C111,M,Base,Definitiva,20360180,VIGENTE,OHUC290933NQGWRG18,1EEQ1SKMXFXKA,38988231341,179188
42.10469577578901,6639.025974270736,0,0,0,0,5367.315204482517,NA,1990-11-12,2025-03-15,2024-06-18,2012-11-19,1976-06-27,2053-08-09,NA,2020-09-05,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL REGIONAL 01,A7-CONSULTA DE MEDICINA FAMILIAR,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,CUBRE DESCANSOS BASE,MATUTINO,Base,15-ESPECIALIDAD COMPLETA,Operativa,PROYECCION,00,MI,4,MEDICINA DE URGENCIAS,1,1,0,ConP,C111,M,Otro_1,Definitiva,NA,VIGENTE,GEOZ326012PIPWBZ86,TLNKGFHI8XETP,75014924463,155939
30.4418609958974,NA,0,0,0,0,5151.168737400783,NA,1991-12-31,2012-07-18,2024-07-20,2050-01-01,1981-10-18,2053-11-23,NA,NA,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,20360180,Nuevo León,HOSPITAL GENERAL REGIONAL 01,A4-QUIRÓFANOS,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,GUADALAJARA,Otro_3,VESPERTINO,Base,15-ESPECIALIDAD COMPLETA,Otras,NA,00,MI,2,MEDICINA FAMILIAR,1,1,0,ConP,C111,H,Base,No Definitiva,20360180,VIGENTE,RFJF421887YGZZWH33,B7AVYYTY7K1CZ,NA,81591452
44.14200660935694,4017.3629164513027,0,-2.031678581803885,0,11933.627329619994,6152.839481859679,19.72026929152524,1993-08-09,2019-09-25,1985-07-10,2003-04-28,1985-12-04,2050-01-01,2046-10-13,NA,NA,JEFATURA DE MEDICINA FAMILIAR,MEDICO NO FAMILIAR     80,02 Segundo Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A4-QUIRÓFANOS,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,OPERATIVA BASE,MATUTINO,Confianza,15-ESPECIALIDAD COMPLETA,Operativa,NA,00,21,NA,MEDICINA DE URGENCIAS,1,1,0,ConP,C111,H,Base,Definitiva,20360180,VIGENTE,KUZY859790XJUPNA48,4X3R57PUQULXT,95938372540,2192950
34.970570011808455,3497.702258806213,NA,0.018111039994137983,0,0.3336437926184125,6102.40545245342,17.021541493908266,1984-02-22,2022-08-09,2024-07-27,2050-03-01,2000-08-13,2050-01-01,NA,2018-11-29,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,01 Primer Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A4-QUIRÓFANOS,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,GUADALAJARA,OPERATIVA BASE,VESPERTINO,Base,11-LICENCIATURA COMPLETA,Otro_2,NA,00,MI,Otro_3,MEDICINA FAMILIAR,1,1,0,ConP,C111,NA,Base,Definitiva,20360280,VIGENTE,JVFW346751HFZKRV37,TE188RPBFX77A,76789380245,315892
47.62371690154311,3551.6334446656247,28.71690590844947,0,0,0,8285.80399999577,0,NA,2020-02-16,2022-06-03,2050-01-01,1979-04-27,2052-10-19,1997-08-17,2024-06-30,NA,JEFATURA DE MEDICINA FAMILIAR,Otro_4,02 Segundo Nivel,NA,1,20360280,Jalisco,HOSPITAL GENERAL REGIONAL 01,A4-QUIRÓFANOS,1.MÉDICOS,14.00 A 20.30 Y 1.0 HRS. PREP. ACT. DOC. INVEST.,MONTERREY,OPERATIVA BASE,VESPERTINO,Base,11-LICENCIATURA COMPLETA,Operativa,NA,00,MI,4,MEDICINA FAMILIAR,1,1,0,ConP,Otro_3,M,Base,Definitiva,20360180,VIGENTE,NA,N2R5BY27PFVV8,24727104242,579761
31.020091833701102,3178.968434153861,0,NA,NA,23745.93433064355,6829.24417099212,NA,1973-06-16,2007-06-15,2017-12-11,2050-06-07,2000-12-20,2050-01-01,2036-02-10,2021-06-05,NA,COORDINACION CLINICA DE MEDICINA,MEDICO NO FAMILIAR     80,01 Primer Nivel,NA,1,NA,Jalisco,HOSPITAL GENERAL DE ZONA 01,A4-QUIRÓFANOS,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,CUBRE DESCANSOS BASE,MATUTINO,Base,11-LICENCIATURA COMPLETA,Operativa,NA,00,MI,2,MEDICINA FAMILIAR,1,1,0,ConP,C111,H,Base,Definitiva,Otro_49,VIGENTE,XTTU295337KMOWEP54,SMGGAL2ENZIGD,44028803492,45401751
60.1076777950305,4909.1679148504645,0,0,0,0,6002.166530711828,18.697134827469053,2015-12-01,2025-05-08,2024-10-06,2050-01-01,2013-05-24,2050-01-01,2035-05-01,NA,NA,Otro_659,MEDICO NO FAMILIAR     80,01 Primer Nivel,NA,0,NA,Jalisco,HOSPITAL GENERAL REGIONAL 01,A4-QUIRÓFANOS,1.MÉDICOS,7.30  A 14.00 Y 1.5 HRS. PREP. ACT. DOC. E INVES.,MONTERREY,CUBRE DESCANSOS BASE,MATUTINO,Base,11-LICENCIATURA COMPLETA,Operativa,NA,00,MI,4,MEDICINA FAMILIAR,1,1,0,ConP,C111,M,Base,No Definitiva,20360180,VIGENTE,POTP619770SFXUYS12,15K3F28PX2TP0,85494428535,16104944
